id,duration,orig_bytes,resp_bytes,missed_bytes,orig_pkts,orig_ip_bytes,resp_pkts,proto_icmp,proto_tcp,proto_udp,conn_state_OTH,conn_state_REJ,conn_state_RSTO,conn_state_RSTOS0,conn_state_RSTR,conn_state_S0,conn_state_S1,conn_state_SF,label
2288804,1.1e-05,80,0,0.0,2.0,136.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0
2289459,1.1e-05,136,0,0.0,2.0,192.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0
2290630,0.081953,0,0,0.0,8.0,320.0,2.0,0,1,0,0,1,0,0,0,0,0,0,0
2429179,0.942972,0,0,0.0,2.0,80.0,2.0,0,1,0,0,1,0,0,0,0,0,0,0
2431976,4e-06,56,0,0.0,2.0,112.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0
2432844,0.395031,0,0,0.0,2.0,80.0,2.0,0,1,0,0,1,0,0,0,0,0,0,0
2434378,5e-06,56,0,0.0,2.0,112.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0
2435866,0.111951,0,0,0.0,2.0,80.0,2.0,0,1,0,0,1,0,0,0,0,0,0,0
2437479,5e-06,56,0,0.0,2.0,112.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0
2428010,4e-06,80,0,0.0,2.0,136.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0
2439418,1.039413,0,0,0.0,4.0,160.0,2.0,0,1,0,0,1,0,0,0,0,0,0,0
2441884,4e-06,56,0,0.0,2.0,112.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0
2442275,0.059724,0,0,0.0,2.0,80.0,2.0,0,1,0,0,1,0,0,0,0,0,0,0
2444456,0.149173,0,0,0.0,4.0,160.0,2.0,0,1,0,0,1,0,0,0,0,0,0,0
2445831,1.097126,0,0,0.0,4.0,160.0,2.0,0,1,0,0,1,0,0,0,0,0,0,0
2447338,0.086456,0,0,0.0,8.0,320.0,2.0,0,1,0,0,1,0,0,0,0,0,0,0
2452949,1.089882,0,0,0.0,4.0,160.0,2.0,0,1,0,0,1,0,0,0,0,0,0,0
2439687,5e-06,56,0,0.0,2.0,112.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0
2453610,5e-06,56,0,0.0,2.0,112.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0
2427696,4e-06,80,0,0.0,2.0,136.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0
2424595,0.050474,0,0,0.0,2.0,80.0,2.0,0,1,0,0,1,0,0,0,0,0,0,0
2406273,0.002501,96,96,0.0,2.0,152.0,2.0,0,0,1,0,0,0,0,0,0,0,1,0
2407037,8e-06,80,0,0.0,2.0,136.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0
2408851,0.052473,0,0,0.0,2.0,80.0,2.0,0,1,0,0,1,0,0,0,0,0,0,0
2410950,0.130433,0,0,0.0,2.0,80.0,2.0,0,1,0,0,1,0,0,0,0,0,0,0
2411604,4e-06,56,0,0.0,2.0,112.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0
2413025,0.115938,0,0,0.0,2.0,80.0,2.0,0,1,0,0,1,0,0,0,0,0,0,0
2427487,5e-06,80,0,0.0,2.0,136.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0
2416113,0.177901,0,0,0.0,2.0,80.0,2.0,0,1,0,0,1,0,0,0,0,0,0,0
2417840,8e-06,56,0,0.0,2.0,112.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0
2419536,5e-06,56,0,0.0,2.0,112.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0
2420199,1.266784,0,0,0.0,6.0,240.0,2.0,0,1,0,0,1,0,0,0,0,0,0,0
2421706,0.042981,0,0,0.0,2.0,80.0,2.0,0,1,0,0,1,0,0,0,0,0,0,0
2422026,5e-06,56,0,0.0,2.0,112.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0
2423524,0.038231,0,0,0.0,2.0,80.0,2.0,0,1,0,0,1,0,0,0,0,0,0,0
2417520,0.04273,0,0,0.0,2.0,80.0,2.0,0,1,0,0,1,0,0,0,0,0,0,0
2405293,5e-06,56,0,0.0,2.0,112.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0
2455054,0.112207,0,0,0.0,4.0,160.0,2.0,0,1,0,0,1,0,0,0,0,0,0,0
2459626,0.64665,0,0,0.0,6.0,240.0,2.0,0,1,0,0,1,0,0,0,0,0,0,0
2496528,1.056672,0,0,0.0,4.0,160.0,2.0,0,1,0,0,1,0,0,0,0,0,0,0
2496933,0.127688,0,0,0.0,2.0,80.0,2.0,0,1,0,0,1,0,0,0,0,0,0,0
2498571,0.091976,0,0,0.0,2.0,80.0,2.0,0,1,0,0,1,0,0,0,0,0,0,0
2499339,4e-06,56,0,0.0,2.0,112.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0
2499548,5e-06,80,0,0.0,2.0,136.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0
2499653,0.244406,0,0,0.0,4.0,160.0,2.0,0,1,0,0,1,0,0,0,0,0,0,0
2494923,6e-06,80,0,0.0,2.0,136.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0
2499876,0.206653,0,0,0.0,2.0,80.0,2.0,0,1,0,0,1,0,0,0,0,0,0,0
2500397,5e-06,80,0,0.0,2.0,136.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0
2506337,1.1e-05,80,0,0.0,2.0,136.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0
2506931,4e-06,56,0,0.0,2.0,112.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0
2508760,1e-05,56,0,0.0,2.0,112.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0
2511711,0.112943,0,0,0.0,2.0,80.0,2.0,0,1,0,0,1,0,0,0,0,0,0,0
2511934,8e-06,56,0,0.0,2.0,112.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0
2499981,0.092228,0,0,0.0,2.0,80.0,2.0,0,1,0,0,1,0,0,0,0,0,0,0
2457202,0.136429,0,0,0.0,6.0,240.0,2.0,0,1,0,0,1,0,0,0,0,0,0,0
2494401,5e-06,80,0,0.0,2.0,136.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0
2493431,0.106705,0,0,0.0,2.0,80.0,2.0,0,1,0,0,1,0,0,0,0,0,0,0
2471149,0.007998,96,96,0.0,2.0,152.0,2.0,0,0,1,0,0,0,0,0,0,0,1,0
2471792,5e-06,96,0,0.0,2.0,152.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0
2473826,4e-06,80,0,0.0,2.0,136.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0
2475353,1.924903,0,0,0.0,6.0,240.0,2.0,0,1,0,0,1,0,0,0,0,0,0,0
2475354,0.091953,0,0,0.0,4.0,160.0,2.0,0,1,0,0,1,0,0,0,0,0,0,0
2478861,5e-06,56,0,0.0,2.0,112.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0
2493637,0.462502,0,0,0.0,2.0,80.0,2.0,0,1,0,0,1,0,0,0,0,0,0,0
2479057,2.420393,0,0,0.0,6.0,240.0,2.0,0,1,0,0,1,0,0,0,0,0,0,0
2484720,0.128183,0,0,0.0,2.0,80.0,2.0,0,1,0,0,1,0,0,0,0,0,0,0
2487964,1.1e-05,88,0,0.0,2.0,144.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0
2488172,0.327069,0,0,0.0,2.0,80.0,2.0,0,1,0,0,1,0,0,0,0,0,0,0
2488596,5e-06,56,0,0.0,2.0,112.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0
2490806,5e-06,56,0,0.0,2.0,112.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0
2491941,1.2e-05,80,0,0.0,2.0,136.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0
2483398,1.2e-05,56,0,0.0,2.0,112.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0
2402780,0.026483,0,0,0.0,2.0,80.0,2.0,0,1,0,0,1,0,0,0,0,0,0,0
2401469,4e-06,56,0,0.0,2.0,112.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0
2397811,5.06988,749,449,0.0,20.0,4036.0,10.0,0,1,0,0,0,0,0,0,0,0,1,0
2311372,2e-06,56,0,0.0,2.0,112.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0
2312000,0.08121,0,0,0.0,2.0,80.0,2.0,0,1,0,0,1,0,0,0,0,0,0,0
2316517,4e-06,80,0,0.0,2.0,136.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0
2319125,3e-06,56,0,0.0,2.0,112.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0
2321739,0.038734,0,0,0.0,4.0,160.0,2.0,0,1,0,0,1,0,0,0,0,0,0,0
2322893,0.030737,0,0,0.0,6.0,240.0,2.0,0,1,0,0,1,0,0,0,0,0,0,0
2309353,0.135681,0,0,0.0,4.0,160.0,2.0,0,1,0,0,1,0,0,0,0,0,0,0
2323139,5e-06,80,0,0.0,2.0,136.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0
2323994,0.080461,0,0,0.0,2.0,80.0,2.0,0,1,0,0,1,0,0,0,0,0,0,0
2324535,4e-06,56,0,0.0,2.0,112.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0
2324730,1.029923,0,0,0.0,6.0,240.0,2.0,0,1,0,0,1,0,0,0,0,0,0,0
2325078,0.091704,0,0,0.0,2.0,80.0,2.0,0,1,0,0,1,0,0,0,0,0,0,0
2329312,1.12262,0,0,0.0,8.0,320.0,2.0,0,1,0,0,1,0,0,0,0,0,0,0
2334453,0.110948,0,0,0.0,2.0,80.0,2.0,0,1,0,0,1,0,0,0,0,0,0,0
2323140,4e-06,56,0,0.0,2.0,112.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0
2334995,0.005501,96,96,0.0,2.0,152.0,2.0,0,0,1,0,0,0,0,0,0,0,1,0
2309102,0.024486,0,0,0.0,4.0,160.0,2.0,0,1,0,0,1,0,0,0,0,0,0,0
2308943,0.001999,96,96,0.0,2.0,152.0,2.0,0,0,1,0,0,0,0,0,0,0,1,0
2293139,4e-06,80,0,0.0,2.0,136.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0
2294776,0.110944,0,0,0.0,8.0,320.0,2.0,0,1,0,0,1,0,0,0,0,0,0,0
2294777,5e-06,80,0,0.0,2.0,136.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0
2295321,5e-06,56,0,0.0,2.0,112.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0
2296482,0.103197,0,0,0.0,8.0,320.0,2.0,0,1,0,0,1,0,0,0,0,0,0,0
2297157,0.042979,0,0,0.0,2.0,80.0,2.0,0,1,0,0,1,0,0,0,0,0,0,0
2309034,0.045232,0,0,0.0,2.0,80.0,2.0,0,1,0,0,1,0,0,0,0,0,0,0
2299208,5e-06,80,0,0.0,2.0,136.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0
2303010,0.031482,0,0,0.0,6.0,240.0,2.0,0,1,0,0,1,0,0,0,0,0,0,0
2304222,5e-06,56,0,0.0,2.0,112.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0
2304973,0.72834,0,0,0.0,4.0,160.0,2.0,0,1,0,0,1,0,0,0,0,0,0,0
2306258,7e-06,56,0,0.0,2.0,112.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0
2306913,0.088952,0,0,0.0,2.0,80.0,2.0,0,1,0,0,1,0,0,0,0,0,0,0
2308834,0.049729,0,0,0.0,2.0,80.0,2.0,0,1,0,0,1,0,0,0,0,0,0,0
2301650,1.227559,0,0,0.0,2.0,80.0,2.0,0,1,0,0,1,0,0,0,0,0,0,0
2336297,1.137109,0,0,0.0,6.0,240.0,2.0,0,1,0,0,1,0,0,0,0,0,0,0
2338455,2e-06,56,0,0.0,2.0,112.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0
2339189,6e-06,56,0,0.0,2.0,112.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0
2380982,0.05797,0,0,0.0,2.0,80.0,2.0,0,1,0,0,1,0,0,0,0,0,0,0
2382763,5e-06,84,0,0.0,2.0,140.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0
2385302,5e-06,56,0,0.0,2.0,112.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0
2385501,5e-06,56,0,0.0,2.0,112.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0
